feature_id,domain,feature_class,state,priority,title,source_doc,acceptance_criteria_ref,acceptance_criteria_stub,depends_on,dependency_graph,evidence_status,owner,notes
NAI-CORE-RUNTIME-00001,CORE,RUNTIME,proposed,P2,Core orchestration feature 001,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00001,"Given NAI-CORE-RUNTIME-00001 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00012,CORE,RUNTIME,proposed,P2,Core orchestration feature 012,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00012,"Given NAI-CORE-RUNTIME-00012 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00011,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00011""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00013,CORE,RUNTIME,proposed,P2,Core orchestration feature 013,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00013,"Given NAI-CORE-RUNTIME-00013 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00012,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00012""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00014,CORE,RUNTIME,proposed,P2,Core orchestration feature 014,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00014,"Given NAI-CORE-RUNTIME-00014 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00013,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00013""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00015,CORE,RUNTIME,proposed,P2,Core orchestration feature 015,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00015,"Given NAI-CORE-RUNTIME-00015 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00014,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00014""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00016,CORE,RUNTIME,proposed,P2,Core orchestration feature 016,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00016,"Given NAI-CORE-RUNTIME-00016 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00015,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00015""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00017,CORE,RUNTIME,proposed,P2,Core orchestration feature 017,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00017,"Given NAI-CORE-RUNTIME-00017 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00016,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00016""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00018,CORE,RUNTIME,proposed,P2,Core orchestration feature 018,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00018,"Given NAI-CORE-RUNTIME-00018 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00017,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00017""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00019,CORE,RUNTIME,proposed,P2,Core orchestration feature 019,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00019,"Given NAI-CORE-RUNTIME-00019 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00018,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00018""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00020,CORE,RUNTIME,proposed,P2,Core orchestration feature 020,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00020,"Given NAI-CORE-RUNTIME-00020 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00019,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00019""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00021,CORE,RUNTIME,proposed,P2,Core orchestration feature 021,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00021,"Given NAI-CORE-RUNTIME-00021 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00020,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00020""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00022,CORE,RUNTIME,proposed,P2,Core orchestration feature 022,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00022,"Given NAI-CORE-RUNTIME-00022 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00021,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00021""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00023,CORE,RUNTIME,proposed,P2,Core orchestration feature 023,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00023,"Given NAI-CORE-RUNTIME-00023 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00022,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00022""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00024,CORE,RUNTIME,proposed,P2,Core orchestration feature 024,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00024,"Given NAI-CORE-RUNTIME-00024 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00023,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00023""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00025,CORE,RUNTIME,proposed,P2,Core orchestration feature 025,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00025,"Given NAI-CORE-RUNTIME-00025 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00024,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00024""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00026,CORE,RUNTIME,proposed,P2,Core orchestration feature 026,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00026,"Given NAI-CORE-RUNTIME-00026 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00025,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00025""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00027,CORE,RUNTIME,proposed,P2,Core orchestration feature 027,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00027,"Given NAI-CORE-RUNTIME-00027 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00026,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00026""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00028,CORE,RUNTIME,proposed,P2,Core orchestration feature 028,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00028,"Given NAI-CORE-RUNTIME-00028 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00027,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00027""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00029,CORE,RUNTIME,proposed,P2,Core orchestration feature 029,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00029,"Given NAI-CORE-RUNTIME-00029 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00028,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00028""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00030,CORE,RUNTIME,proposed,P2,Core orchestration feature 030,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00030,"Given NAI-CORE-RUNTIME-00030 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00029,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00029""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00031,CORE,RUNTIME,proposed,P2,Core orchestration feature 031,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00031,"Given NAI-CORE-RUNTIME-00031 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00030,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00030""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00032,CORE,RUNTIME,proposed,P2,Core orchestration feature 032,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00032,"Given NAI-CORE-RUNTIME-00032 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00031,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00031""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00033,CORE,RUNTIME,proposed,P2,Core orchestration feature 033,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00033,"Given NAI-CORE-RUNTIME-00033 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00032,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00032""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00034,CORE,RUNTIME,proposed,P2,Core orchestration feature 034,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00034,"Given NAI-CORE-RUNTIME-00034 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00033,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00033""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00035,CORE,RUNTIME,proposed,P2,Core orchestration feature 035,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00035,"Given NAI-CORE-RUNTIME-00035 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00034,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00034""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
NAI-CORE-RUNTIME-00036,CORE,RUNTIME,proposed,P2,Core orchestration feature 036,docs/ROADMAP_SCALE_SYSTEM.md,AC-NAI-CORE-RUNTIME-00036,"Given NAI-CORE-RUNTIME-00036 is implemented for core runtime behavior, when exercised via its target API/runtime path, then it meets expected output, error, and policy constraints and includes regression coverage.",NAI-API-CONTRACT-00001;NAI-SAFETY-SECURITY-00001;NAI-CORE-RUNTIME-00035,"{""strategy"":""contract-first"",""layer_rank"":2,""requires"":[""NAI-API-CONTRACT-00001"",""NAI-SAFETY-SECURITY-00001"",""NAI-CORE-RUNTIME-00035""],""ready_when"":[""all_dependencies_verified"",""acceptance_criteria_tested""]}",not_started,unassigned,registry v2: explicit AC + dependency graph
